chrom,start,end,disruption
chr1,233273814,233279427,-4.9626511443561565
chr1,67052407,67075074,-2.8810105993360784
chr1,40674247,40679823,-4.636056336036178
chr1,159337253,159418106,-2.415979618134434
chr1,216913271,216931383,-5.303440645105461
chr1,158566048,158655008,-3.242210006434808
chr1,218815843,218889313,-3.122942286716292
chr1,69250679,69271592,-5.9476907995526975
chr1,135327667,135378190,-4.458787800860315
chr1,10312953,10314129,-5.547390641033914
chr1,163617703,163624201,-6.477362799980935
chr1,141415059,141430206,-4.761142131647426
chr1,230458946,230508254,-2.9283841122242893
chr1,1111894,1204431,-2.2381774285742977
chr1,97040806,97132365,-3.3908324232504503
chr1,186893237,186915373,-3.3725113946467786
chr1,113792851,113817935,-3.6083640643158716
chr1,208443321,208489743,-4.58232501549687
chr1,10499128,10511066,-4.011740791121397
chr1,126828404,126875256,-5.313752735612563
chr1,169306422,169348162,-2.4136779236447574
chr1,15836539,15837425,-4.4991498344900265
chr1,6980641,7008591,-3.720286124353637
chr1,210552079,210583349,-4.646310256378499
chr1,212121650,212199131,-1.7343887786593484
chr1,216127873,216169666,-5.282427584823829
chr1,200023242,200040555,-4.196809565023709
chr1,98114008,98133598,-5.75859444137239
chr1,243977355,244073036,-1.6241884881452902
chr1,131591405,131676276,-4.925839240070347
chr1,148616736,148700981,-2.387433371620348
chr1,194921134,194999183,-4.738664637868806
chr1,143430335,143518657,-1.637410983691088
chr1,49014658,49037082,-6.328812096485865
chr1,64635423,64640597,-5.051108049837598
chr1,151399613,151415971,-3.8690045193118685
chr1,206436793,206438912,-5.601777670631214
chr1,211721726,211723732,-5.620333092955707
chr1,176026473,176078380,-2.710860267217779
chr1,151206487,151242246,-3.340112336462307
chr1,75599746,75643511,-3.589328004791396
chr1,148876565,148901477,-3.7334752575921732
chr1,205811848,205864992,-2.1805561425815125
chr1,228182380,228247612,-2.5957731521723386
chr1,63136217,63154420,-3.1646196524658996
chr1,213235687,213315940,-3.4874520536892035
chr1,240566366,240629500,-2.7393874083922376
chr1,99513434,99556481,-2.738191120305408
chr1,69250274,69252036,-6.575706374357521
chr1,190073514,190164504,-3.1506047051144983
chr1,240273999,240305649,-3.6135839368951954
chr1,161133368,161190072,-1.4059164734888656
chr1,160718051,160736932,-3.127620220455308
chr1,138332492,138358460,-4.732283898877338
chr1,125059855,125067849,-4.933872226359762
chr1,129041046,129100751,-5.508932244609725
chr1,3861969,3870251,-5.17747677842745
chr1,134008509,134080629,-3.799449579782361
chr1,18429098,18528386,-0.9778401800566766
chr1,134346768,134431245,-5.501529311811855
chr1,47694119,47716180,-3.049380366815889
chr1,190985361,191036265,-5.532193036067511
chr1,191452059,191498605,-5.760268321320911
chr1,164921857,165007967,-1.7152104435952356
chr1,66632700,66655740,-2.8116730685761353
chr1,97770441,97835535,-3.08774295041333
chr1,130504020,130551548,-5.346104569769128
chr1,117183706,117255132,-2.5723092414507485
chr1,15919405,15928907,-4.049799855089444
chr1,91531090,91625732,-2.022299276162167
chr1,60415939,60467769,-5.42033163375171
chr1,240274694,240278347,-4.327080278884889
chr1,19981373,20054325,-1.7714395177785687
chr1,127926381,127962303,-5.5944698798146835
chr1,60121563,60198011,-5.320498470310482
chr1,42797145,42810941,-3.3683173817483905
chr1,169580260,169592056,-4.0329680736351845
chr1,52845286,52872087,-2.8230266625784237
chr1,72457637,72557385,-5.342325699184363
chr1,48843551,48906031,-4.623267521222365
chr1,18972567,19029020,-3.6464718194813006
chr1,2789206,2843540,-3.0214503179016012
chr1,53928472,54023503,-2.4464380280987745
chr1,179252060,179298340,-2.565404499691453
chr1,173376704,173468096,-1.8307204462811972
chr1,205145393,205197605,-2.2334518920095796
chr1,231325833,231333911,-4.495284500619238
chr1,179707613,179791506,-1.3356127640556954
chr1,4908377,4925187,-5.994182893450207
chr1,3489904,3565222,-2.1015638721275987
chr1,237736089,237768527,-3.082491248757284
chr1,110060550,110137334,-1.5479628086318011
chr1,12658023,12706319,-2.562847082546502
chr1,145267970,145274215,-4.01881079160834
chr1,186065056,186104849,-2.902423162196775
chr1,170698023,170743730,-2.631809521955022
chr1,188553658,188597077,-5.712897923997313
chr1,40162296,40176385,-3.82814475785835
chr1,92613051,92698231,-1.9239311798855578
chr1,99504512,99570425,-1.931587153825926
chr1,126961837,127032396,-4.708068438055278
chr1,70298174,70344434,-2.2967163418178567
chr1,230501817,230502564,-4.403962272491078
chr1,14201775,14265084,-3.8513172008247323
chr1,36686561,36763216,-3.65350233262026
chr1,154569882,154630271,-2.348568953066785
chr1,130300137,130308402,-5.052831630847015
chr1,162157481,162249289,-2.6841070043686135
chr1,230993751,231065798,-1.8905666228315556
chr1,18195515,18247274,-2.2317940640320537
chr1,115410056,115425134,-4.0211154912534655
chr1,54000468,54037106,-3.303011423669129
chr1,141439930,141485226,-4.419184836736546
chr1,243716603,243800069,-2.3760050530257013
chr1,227945695,228020088,-2.44454645561871
chr1,61718519,61778346,-2.0159538002366126
chr1,185601447,185639803,-2.5783123838512005
chr1,129825383,129925376,-5.3464135041749135
chr1,44586999,44630815,-2.174594792058969
chr1,44169879,44240156,-2.233735937698581
chr1,171726533,171774736,-2.0166301558996524
chr1,88235267,88271800,-3.3155207118153283
chr1,184774894,184827007,-2.0739212475225934
chr1,14224167,14242165,-5.565523720631796
chr1,205319405,205359855,-2.591715627350667
chr1,74326956,74407485,-1.9546560410640916
chr1,200457379,200482740,-2.6428581729754637
chr1,180952320,181041786,-0.9693818187376406
chr1,22608427,22630259,-2.7397431460704427
chr1,34015386,34102467,-4.932944846141832
chr1,22348178,22360962,-3.6825176912921753
chr1,17589667,17660623,-1.8561408018799361
chr1,111126763,111201366,-1.560231919100972
chr1,18603814,18681537,-1.655045078107425
chr1,24193867,24284970,-1.1384737018569593
chr1,145596771,145639614,-1.9046548605470912
chr1,191869118,191922724,-6.086998972688248
chr1,1264589,1308602,-3.090821509774238
chr1,60891699,60968058,-2.3016593559635514
chr1,228992345,229082356,-1.2825786595934037
chr1,212714298,212748701,-2.797129245769839
chr1,17274229,17346328,-1.997594143498228
chr1,27930948,27946571,-3.4613975213176396
chr1,46241222,46310272,-2.02604965933869
chr1,185363268,185453816,-1.7831369030687718
chr1,116495901,116570427,-2.8500893563461327
chr1,161561365,161609616,-1.690664473873477
chr1,220136826,220158162,-4.186627498499132
chr1,32828242,32845302,-2.951063162680733
chr1,231892855,231918172,-5.707487632557694
chr1,116004018,116059204,-2.8320186082043555
chr1,162939880,163034957,-1.3145542614665962
chr1,5455982,5459115,-5.823579460442231
chr1,136756714,136783996,-4.064021869662327
chr1,165115103,165201303,-1.8225694447851921
chr1,13458177,13458568,-5.137908396000279
chr1,235346085,235439000,-1.7558587738251386
chr1,170941193,171032743,-3.2874888968345934
chr1,162833272,162886703,-1.6601630636765146
chr1,177034723,177040032,-5.6748336204339695
chr1,230092720,230149146,-2.223785997944011
chr1,167195441,167214094,-2.7196986982589504
chr1,138378113,138464407,-5.039225369325482
chr1,51451506,51499307,-2.795417792859786
chr1,94038550,94092010,-1.8411770971597918
chr1,125613828,125710047,-5.016446784148338
chr1,227879625,227904373,-3.205602210021441
chr1,169086338,169184603,-2.2058843378692603
chr1,209610741,209622570,-4.1969626767554145
chr1,25078355,25163086,-1.5137266175054638
chr1,144898308,144940710,-3.6355462342789515
chr1,140249011,140320300,-4.503738154469515
chr1,102753617,102805279,-4.855551419726558
chr1,65979734,66059562,-2.1269119251612003
chr1,12064499,12125528,-1.7234509057879912
chr1,40569410,40601089,-2.9300651791013386
chr1,206377539,206465155,-1.7762183071927358
chr1,189817131,189864814,-4.728055899429783
chr1,245927155,245967355,-2.4832551443966686
chr1,198502370,198554378,-2.867302811820138
chr1,64844780,64933636,-2.3430212590340593
chr1,4654571,4745656,-4.319123708517869
chr1,107018475,107020736,-5.208380566758484
chr1,235030633,235120146,-1.4246260771843582
chr1,14731381,14823309,-1.3546412588586616
chr1,43094138,43142767,-2.31469554296546
chr1,246546117,246560983,-3.4275795433178105
chr1,223421407,223521274,-2.284907208474704
chr1,40490721,40509402,-2.9485940365775605
chr1,198608014,198608776,-6.41074766885951
chr1,103679358,103724546,-3.8564230360780245
chr1,50548989,50594318,-2.446253981063832
chr1,188214064,188248493,-5.227711062534477
chr1,96440562,96512691,-4.090471761374487
chr1,106690911,106743028,-3.186652609300108
chr1,36738967,36812695,-4.841408310458395
chr1,6719592,6747563,-3.062528197666645
chr1,15883849,15906300,-3.4052504634724623
chr1,215279167,215332055,-2.564376864034874
chr1,106985260,107082124,-2.9554864520228454
chr1,211923072,211933781,-4.144351699440232
chr1,14283700,14313523,-4.966744972389191
chr1,88254022,88267248,-5.402132914805632
chr1,74738540,74739496,-5.4509511416540555
chr1,241751725,241762687,-4.259642422326841
chr1,176399756,176454175,-2.679201091204431
chr1,147848787,147851363,-5.044044634412819
chr1,37996508,38081229,-3.121834530015984
chr1,213568500,213580897,-6.1948052243835425
chr1,66364830,66404451,-2.4370030933134674
chr1,124702257,124776112,-0.7880420729348251
chr1,173464996,173492824,-4.2734418422127485
chr1,178597727,178676181,-1.661647239472037
chr1,240704878,240783915,-2.2629136435194614
chr1,87610663,87630802,-4.5533210485259525
chr1,215365879,215383713,-3.7349598117702443
chr1,9892972,9909885,-3.994516241334962
chr1,215437670,215441910,-5.187443570187532
chr1,181408423,181480362,-1.7189180403793867
chr1,17637431,17659731,-3.0088687302662107
chr1,213783322,213870651,-2.2386751605012374
chr1,105365856,105393514,-5.321844540463871
chr1,115435392,115520621,-2.267792092366398
chr1,140982808,141007842,-4.009340516819586
chr1,22857010,22908200,-1.774966176415628
chr1,3049582,3069070,-3.331893522287687
chr1,112748412,112829473,-1.5410927981567932
chr1,170748465,170808334,-2.5598266320635337
chr1,110490999,110557485,-1.8457021868920005
chr1,55581350,55584419,-6.544605691463274
chr1,80316996,80412855,-5.404347230540487
chr1,171454827,171475972,-3.4065212578319155
chr1,221106330,221147340,-2.83763642094301
chr1,86487662,86534181,-2.427023327689157
chr1,96534078,96552020,-4.916733105670792
chr1,238635227,238675818,-4.333486543195093
chr1,18321207,18400488,-1.5689112390854656
chr1,145357089,145370630,-3.5480536942214838
chr1,228512106,228552158,-2.5933748343003225
chr1,238729043,238763229,-4.344195562921487
chr1,25225836,25289004,-2.492204905777079
chr1,183303308,183357723,-2.148557558162886
chr1,75938078,75973345,-3.9254323750688025
chr1,240320390,240391707,-2.433199047822596
chr1,242737765,242807245,-2.5595443108390517
chr1,87385315,87419053,-5.8830936364317035
chr1,18544110,18584695,-1.587574433802461
chr1,193969167,194043120,-6.044264906885359
chr1,36476984,36548321,-3.1101391936064027
chr1,229908396,229989008,-1.8138950492384551
chr1,170309254,170372107,-4.3436802844631766
chr1,74417930,74445062,-3.99311080777226
chr1,111250895,111304003,-2.197720607833459
chr1,176817800,176821921,-5.420544438212131
chr1,14195105,14246619,-4.197016166013748
chr1,130903443,130929628,-4.5867364621269715
chr1,219229208,219234186,-5.660463427727415
chr1,123429699,123526574,-1.455226301975247
chr1,145420319,145481396,-2.227147311401692
chr1,48158402,48181782,-4.168136855023945
chr1,82521059,82580507,-4.5798757198591105
chr1,238248663,238310942,-4.981917898599636
chr1,225982072,226057828,-2.738470811086235
chr1,219083242,219127503,-4.636200923241571
chr1,2725216,2750504,-3.109872850383288
chr1,167049933,167145276,-1.292240037288174
chr1,94715889,94717873,-5.438764318031943
chr1,97183121,97268259,-3.788278655292485
chr1,246872811,246969956,-2.7198933144681527
chr1,12081978,12132226,-1.7415474198976242
chr1,60214142,60305122,-5.279460475309196
chr1,210806361,210807634,-5.64465243104209
chr1,14532134,14613217,-2.968658291841039
chr1,128416479,128497779,-4.706493945804686
chr1,227365942,227372218,-4.584897532765113
chr1,239763830,239808846,-1.947174371420054
chr1,135875852,135884866,-4.498949504165041
chr1,45560377,45567949,-4.49241470970135
chr1,154860070,154957108,-2.6003134547979987
chr1,136460408,136497539,-6.097940146151333
chr1,13928864,14011987,-3.3088654898268937
chr1,43905844,43998835,-2.634287324174627
chr1,177271544,177274356,-6.382582755704096
chr1,192256060,192274707,-3.0515013386899557
chr1,9556313,9607339,-2.1984025651318175
chr1,6872691,6887532,-4.40198836329341
chr1,216082286,216114397,-5.779564729371416
chr1,112250951,112295546,-2.1911279725169024
chr1,232080310,232152689,-4.764952229336639
chr1,150817096,150902653,-1.567648714734367
chr1,64677851,64720913,-2.704857500414218
chr1,80268475,80289157,-5.624588746101199
chr1,4297226,4387489,-2.807942053843176
chr1,32557460,32630502,-2.165424646701681
chr1,70796525,70798995,-5.094203540100127
chr1,185152497,185188296,-3.253924102174669
chr1,156094259,156102027,-4.5456739590518005
chr1,172241691,172256589,-4.085078916824952
chr1,119650497,119671700,-4.454263773733485
chr1,201288018,201292086,-5.513703812161961
chr1,53784805,53807628,-3.119382774180469
chr1,136481734,136517485,-4.225380626481673
chr1,49002513,49096628,-5.869965525386959
chr1,16152850,16193499,-3.01309379734579
chr1,150295683,150345242,-2.938350838527324
chr1,217378082,217419591,-4.002943758024919
chr1,188200983,188271888,-4.882672115099036
chr1,41728199,41816131,-2.5880668300924423
chr1,14980895,15064005,-1.4114098381824984
chr1,187724921,187803498,-6.583327316322337
chr1,30803079,30820517,-3.5931544917530416
chr1,14044617,14084695,-5.330067822412673
chr1,9004017,9062476,-1.6473765011338042
chr1,192585131,192635087,-1.9012635146562276
chr1,140340394,140397904,-4.730175577661296
chr1,164905190,164934595,-2.8303102036579095
chr1,116130371,116164040,-2.5665704188627525
chr1,166544127,166557240,-4.715803056009632
chr1,156796638,156800803,-4.361545055944112
chr1,190392875,190445247,-5.192433257429082
chr1,44576266,44576674,-4.825486972507781
chr1,115721205,115739678,-4.471810187943488
chr1,232709491,232717430,-5.86536039597252
chr1,24684854,24734301,-1.5090485202695079
chr1,2821076,2892360,-2.972221929938023
chr1,198377482,198475820,-2.3781096231969756
chr1,208859480,208938602,-2.93019579964435
chr1,85638708,85705953,-3.8691687836064563
chr1,103906649,103969338,-3.096344257622013
chr1,43961598,44047782,-2.6681724416096952
chr1,121869489,121893098,-4.954075663438461
chr1,146620194,146632578,-4.7313103371240235
chr1,85573661,85643941,-2.888541602414316
chr1,111133167,111151520,-3.390737905145437
chr1,201368750,201447249,-1.295738136878565
chr1,178915903,179002410,-1.3410675692666782
chr1,18785116,18787619,-4.229049353192729
chr1,225168378,225209198,-2.8274734220846884
chr1,85529703,85593855,-3.2628931254617424
chr1,176802972,176869754,-2.0713453764173018
chr1,71408688,71443222,-5.823006444592285
chr1,173638587,173645368,-4.3741812249541185
chr1,59097650,59174541,-5.554126135879667
chr1,202816831,202844526,-1.9175456338521415
chr1,59616808,59656810,-2.697326218540059
chr1,206460482,206469069,-4.2949604923957
chr1,41402390,41466036,-2.6911817657211685
chr1,164636617,164642241,-5.434462355939504
chr1,27306303,27358578,-2.252770779291639
chr1,224931875,224996751,-4.501843478970205
chr1,110817315,110869718,-2.8012151179957847
chr1,43255861,43264563,-4.794930461139974
chr1,121057295,121116001,-2.4041235410935355
chr1,88587313,88618913,-2.3347511692537277
chr1,53911205,53912122,-5.166266453362851
chr1,166692878,166757235,-2.237814078050391
chr1,29049097,29068711,-3.1593386073750946
chr1,54341452,54353036,-4.023246666649026
chr1,48896508,48919278,-4.666162932094789
chr1,170774887,170831672,-2.373402297979775
chr1,238118080,238195337,-3.6898337672424537
chr1,4135213,4184234,-5.500798746166908
chr1,17191426,17198560,-3.919824037783009
chr1,172445999,172475339,-2.5339309208905885
chr1,198833703,198901162,-4.202067305928106
chr1,2256479,2353744,-1.6124958446153521
chr1,42735608,42782410,-1.9105868116136526
chr1,92453830,92455864,-6.253548767628196
chr1,172510711,172569563,-2.0786500722283465
chr1,150037865,150061801,-3.494968634875444
chr1,74407909,74409838,-5.382231713198539
chr1,118921849,119019745,-2.395601176776505
chr1,62342545,62380020,-1.928688056677999
chr1,54801277,54850593,-2.346371382001753
chr1,168476870,168502152,-5.604540409730158
chr1,221696121,221748622,-5.183389283394421
chr1,82890319,82988033,-5.829165773082953
chr1,7265420,7307593,-2.3787161327395236
chr1,137542528,137587149,-5.094581195467061
chr1,62350756,62404518,-1.548885308993848
chr1,178174675,178186710,-3.7353749162175505
chr1,35200576,35258697,-2.0127989920072697
chr1,56639426,56737550,-2.003824931027123
chr1,4277062,4299387,-4.067528825827049
chr1,115210860,115250669,-3.4822485024808825
chr1,186972058,187013417,-2.569364802190447
chr1,36910710,36923141,-5.3149137302849825
chr1,162616718,162716487,-1.0969215514768176
chr1,113211661,113226210,-4.60823989279702
chr1,117829677,117871538,-2.4990206366465184
chr1,29737080,29756402,-3.964028441350692
chr1,83865596,83899246,-3.233726725843759
chr1,245384806,245392704,-5.242789288886237
chr1,134973403,135065961,-4.486226378527466
chr1,37691382,37773879,-1.4533139854601886
chr1,79101900,79178993,-3.955914444351331
chr1,234900924,234919779,-2.8656784104172104
chr1,59424717,59481756,-2.921447160131921
chr1,133161830,133211282,-5.460442310307257
chr1,91309980,91391301,-1.4065186107126408
chr1,142739947,142826303,-4.426971975711559
chr1,71571752,71626309,-4.285285774812624
chr1,110332066,110370495,-2.169677865930259
chr1,58325980,58408392,-1.824925517528416
chr1,156049804,156115443,-1.7944883699749898
chr1,36638982,36664686,-4.839700226600681
chr1,217825155,217866363,-2.715998339191672
chr1,168176207,168190291,-4.429741212313555
chr1,109734358,109823351,-0.9811673152782158
chr1,48646681,48717530,-3.8909822778068732
chr1,38044109,38066725,-5.43034128967116
chr1,63256238,63312659,-1.9656460570847902
chr1,116667974,116674466,-4.8103927652034555
chr1,244371320,244411747,-2.286428075535473
chr1,191686616,191697408,-6.032350687439869
chr1,49076011,49110601,-6.016626855374077
chr1,36830885,36834385,-6.211182252937071
chr1,78264632,78356990,-2.1228283454814134
chr1,167346833,167430849,-1.5040774809296469
chr1,45486846,45491021,-4.140003713934988
chr1,214469819,214553949,-1.619555782587311
chr1,131242182,131297349,-4.600328290126398
chr1,159446729,159535557,-2.2970765338822354
chr1,106290857,106389894,-6.1149586376832685
chr1,134764763,134786429,-4.145265994526514
chr1,183960983,183993235,-3.5452244161693107
chr1,129168571,129224140,-5.388534642507127
chr1,161265087,161265376,-5.175098517830174
chr1,120832286,120882315,-2.2349488711859573
chr1,188769404,188852586,-5.319650129772834
chr1,4016487,4031770,-6.442990750849197
chr1,143440944,143449724,-3.700120732608403
chr1,223735260,223764979,-2.967974480293456
chr1,169678001,169743197,-3.0103790070125434
chr1,15959342,15982087,-2.998643175919734
chr1,74480681,74534792,-2.29740884075848
chr1,224710985,224718315,-4.1373346635486765
chr1,76007809,76041920,-4.4197377947148455
chr1,119988901,120071990,-3.0232587347156623
chr1,33208334,33280342,-1.9075620775612514
chr1,168165339,168250518,-2.616581795763598
chr1,21341171,21403343,-2.5292988409982025
chr1,84831637,84841145,-3.6640214346236033
chr1,135038341,135124193,-4.818678810088867
chr1,163650766,163692309,-6.098631695432397
chr1,199279952,199309230,-3.9504805898200326
chr1,221923108,221971386,-3.0136628359531867
chr1,65322712,65405859,-1.9793050328919934
chr1,245939871,245992978,-2.423694772157848
chr1,196778195,196778675,-6.1270021418343825
chr1,26476805,26570548,-1.7614016761982594
chr1,82185643,82260531,-5.693682413331813
chr1,28748188,28771555,-2.346308920745373
chr1,92025067,92089875,-2.1484386678168037
chr1,38830386,38910564,-1.5445132266167965
chr1,193175543,193238971,-4.611777912382211
chr1,13327491,13395200,-2.5287260864596353
chr1,132887539,132918309,-4.5971575690928885
chr1,238357856,238374644,-6.357298805540905
chr1,217454168,217497553,-3.7627091443511094
chr1,119348107,119412537,-3.055418359784713
chr1,159432134,159504151,-2.3864639122940687
chr1,156993561,157063912,-1.126270539677578
chr1,198660513,198715909,-2.2451121662011064
chr1,38299524,38393390,-2.814179065470531
chr1,206527540,206574959,-2.213974901875315
chr1,32503744,32503860,-4.615141424378415
chr1,92913800,92970467,-2.893097426946622
chr1,119845547,119912842,-4.146389574423482
chr1,45722400,45753909,-2.891711543479858
chr1,73530762,73606883,-3.0041520088100517
chr1,50104384,50122699,-2.975967960691251
chr1,229972985,230064346,-1.4716168042409097
chr1,247404487,247494507,-2.4335577375285005
chr1,13409632,13471379,-2.22869767634464
chr1,237470453,237484714,-3.8063259369437246
chr1,108228182,108228394,-5.004405682158825
chr1,26154140,26205283,-2.243304299380046
chr1,195072842,195123817,-3.84512122129301
chr1,27972647,27998601,-2.5983461696821686
chr1,244505310,244513170,-4.273668141990307
chr1,36145932,36235227,-1.736185538981715
chr1,5101400,5157848,-3.937250046173127
chr1,91388614,91435535,-2.1839571804822415
chr1,210412592,210503265,-3.803577632108041
chr1,150162461,150191998,-2.657531753481368
chr1,150002402,150014002,-4.090182132797001
chr1,87804374,87816493,-3.753812598412292
chr1,162969067,163024511,-1.8186380153178603
chr1,208039108,208057923,-3.5392755175436506
chr1,235286704,235317247,-2.556424447691886
chr1,176662398,176759522,-1.527487986821422
chr1,159186544,159243007,-2.4674517761344856
chr1,118895197,118936550,-3.259139074447935
chr1,9571929,9648404,-2.146954918000722
chr1,101344649,101344831,-5.568509908785277
chr1,38248545,38336556,-3.477181146021941
chr1,47041447,47122016,-1.5617053404580017
chr1,222951712,222954404,-5.022632768766124
chr1,200083669,200144923,-1.8761625931628918
chr1,173653654,173710375,-3.059244583677906
chr1,92720993,92774202,-2.0750365673431124
chr1,120404509,120478722,-1.9296824852791852
chr1,78643514,78738042,-2.7220047397380953
chr1,95125955,95219913,-2.1562195982003516
chr1,239754775,239755814,-5.578324276623212
chr1,65725273,65793673,-2.430485584766978
chr1,51736097,51799357,-2.2966752107147492
chr1,206958748,207035895,-2.9094632212943368
chr1,188022405,188110677,-6.02136758820956
chr1,56469686,56552730,-1.8232891453896132
chr1,122025917,122034919,-6.273080136703468
chr1,170020901,170119186,-5.419041462589507
chr1,195885510,195943792,-2.52401571849924
chr1,151767404,151767591,-4.5714891274057265
chr1,180807735,180858168,-1.4888204462841452
chr1,61775332,61826185,-2.156802165290389
chr1,112882914,112888188,-3.6377581075030374
chr1,115568397,115635866,-2.3034827731407597
chr1,152843924,152913283,-2.0883108448815753
chr1,67366770,67399676,-1.9905329805975216
chr1,209354129,209426094,-2.075332668784863
chr1,87189586,87233881,-3.282380919082919
chr1,53727757,53823470,-2.435309001808336
chr1,181284463,181312305,-2.833320988256652
chr1,69077421,69082517,-6.559905764240204
chr1,40726541,40797113,-2.31415533357444
chr1,133536878,133577435,-4.790261977975207
chr1,169718238,169729228,-5.0585318708450915
chr1,49557753,49633031,-6.01781561126466
chr1,19178850,19201406,-3.0949020716013016
chr1,189574507,189649848,-3.847476442492443
chr1,209668977,209683648,-3.8527562103304547
chr1,218492500,218561294,-4.918309962205018
chr1,72459278,72543742,-4.937731966588693
chr1,16002376,16098616,-1.357862685784114
chr1,197407558,197494601,-2.037947841584119
chr1,34697108,34788193,-3.0919355863664704
chr1,84737869,84823873,-1.1847693304935951
chr1,182799980,182868803,-2.131019309916639
chr1,12355978,12437433,-1.6438534634516742
chr1,83076318,83085587,-6.6209070881306715
chr1,10427247,10442203,-2.985925836902899
chr1,241002830,241054428,-3.2117436700209376
chr1,228478417,228565976,-1.8594464369584902
chr1,155816142,155819626,-5.277328593782146
chr1,7290274,7298840,-4.119528354071508
chr1,205593287,205692321,-2.436717522126383
chr1,216051673,216096417,-5.398024361691274
chr1,32898591,32994536,-1.500486338901507
chr1,143921595,143959276,-2.769898029211699
chr1,64679278,64779218,-1.9755143342486747
chr1,41919490,42012456,-1.8810028936536622
chr1,236272676,236348513,-1.6765418644992516
chr1,145947245,146021684,-1.7848790627236055
chr1,191009936,191071119,-4.298506102819576
chr1,45696196,45795475,-2.05230075182413
chr1,173774604,173834386,-2.4080771701977337
chr1,12051177,12098231,-2.0894742564788196
chr1,83652704,83671158,-4.244614400414595
chr1,187329113,187404933,-4.214801215441352
chr1,162407412,162490696,-1.4830808664842925
chr1,31996303,32025312,-3.4863486402406476
chr1,107140086,107197141,-3.416825070530277
chr1,186712239,186810971,-1.4514901010957442
chr1,20770929,20816858,-1.989792673891729
chr1,88917303,88942141,-3.8537409011416504
chr1,213372836,213423513,-5.240265348612094
chr1,165494950,165564266,-1.383608175694551
chr1,185951356,186035856,-1.8451640630305894
chr1,45000747,45067363,-1.4677939695887257
chr1,225228338,225244728,-4.032075399290727
chr1,235379594,235455150,-1.7378013647092887
chr1,173527586,173534531,-3.628733228443488
chr1,123609106,123624960,-3.601716746277571
chr1,193404736,193457320,-4.066973474840814
chr1,6419906,6433963,-3.93469146235273
chr1,109916917,110003583,-1.3765612308569313
chr1,50889536,50921299,-2.7559826936885217
chr1,203302956,203344314,-1.67883565988983
chr1,33221063,33253640,-2.315977039524222
chr1,67357544,67362560,-4.411853498866846
chr1,68942316,68999482,-6.178281617888778
chr1,233445690,233470233,-4.512127866106842
chr1,235194246,235259482,-1.7009668115912258
chr1,180285271,180348156,-1.2680567037567432
chr1,51794999,51831155,-2.533801686997945
chr1,206413676,206466424,-2.2663607122626304
chr1,147569501,147611514,-2.18272786069951
chr1,154711399,154790980,-1.7256690268062689
chr1,214904578,214990325,-3.411494551590126
chr1,199386275,199462048,-3.2011870143245402
chr1,221829955,221835897,-6.0826523922731885
chr1,189850798,189923214,-4.341648738951137
chr1,180518176,180599535,-1.581223003107365
chr1,177206463,177262125,-5.930675698734059
chr1,58491908,58571183,-1.8695266933151033
chr1,200693897,200776691,-1.7267791831664787
chr1,168560075,168659671,-4.477237852589759
chr1,148177021,148183732,-4.247727738457634
chr1,73373632,73432282,-3.717008200235451
chr1,19910288,19917512,-4.135325240952066
chr1,87199963,87258228,-2.458425776798658
chr1,213484822,213520650,-5.819688181323838
chr1,175223270,175272361,-3.691963931780107
chr1,151902086,151948744,-1.953489326156212
chr1,216846380,216873898,-5.124375770321053
chr1,25102398,25165198,-1.8647601983673818
chr1,4117163,4200513,-4.969417348275545
chr1,55835159,55842454,-6.443630796666455
chr1,124705307,124785720,-0.8420832661447948
chr1,184558971,184607772,-1.779671528785944
chr1,159275676,159357285,-3.603031436141534
chr1,173761551,173777756,-3.39151742953007
chr1,61649762,61694036,-2.5461018861305744
chr1,78630610,78689594,-3.219904080731117
chr1,82086552,82123180,-6.364437043486036
chr1,195912725,196010433,-2.3502446761675526
chr1,18495359,18572712,-1.5174438115011968
chr1,129408201,129415769,-5.396173936940655
chr1,238515444,238608253,-3.356218110857116
chr1,72503571,72577851,-4.646407107263047
chr1,1920970,1964969,-2.1548462548302374
chr1,208709011,208776005,-4.533872690466429
chr1,15655338,15703333,-2.1544914809239772
chr1,172372113,172450771,-1.4973230658824725
chr1,83934346,84009354,-2.3116657457837064
chr1,29972721,29984580,-4.212659900417364
chr1,220162034,220196540,-3.661452859257306
chr1,137728704,137767446,-5.133936296556633
chr1,5736593,5762647,-3.3499144959356926
chr1,24496718,24572033,-1.2411134878975822
chr1,144798770,144813511,-3.121131660669307
chr1,61745600,61808070,-2.0215704101583913
chr1,122159079,122246385,-1.982610478863115
chr1,81218637,81242972,-5.14035738277518
chr1,70451114,70545219,-1.7785915048292709
chr1,209738915,209823394,-2.1579219808376164
chr1,204250123,204274769,-2.5527042646503557
chr1,238754539,238808012,-4.184937357864865
chr1,23142873,23192191,-2.5314361216755796
chr1,45780689,45814278,-2.7157335155468476
chr1,189755884,189808466,-4.920213505781246
chr1,39412746,39475961,-2.149294833877415
chr1,238842860,238883375,-4.437821962524527
chr1,25965195,26022537,-1.9803829243332727
chr1,29855119,29925776,-2.4540462548100117
chr1,32214861,32300836,-2.1943252090147167
chr1,101191497,101234132,-2.162029525759935
chr1,21310602,21396693,-2.174252280885322
chr1,169548970,169612059,-2.235812967195462
chr1,8129874,8218567,-1.2547174484176882
chr1,169454252,169521611,-2.316596039073726
