,chrom_x,start_x,loc,merge_id,chrom_y,start_y,stop,mean_disruption,spearman,pearson,name,class,family,del_size,id,i,mse,hamming,end,start,chrom,ctcf_count
4866,chr1,14308556,chr1_14308556_MIR.npy,chr114308556,chr1,14308556,14308783,0.0202440399797901,,,MIR,SINE,MIR,227.0,chr1_14308556_MIR,295100,-3.6081599339360464,8,14308783,14308556,chr1,0
2236,chr1,143324474,chr1_143324474_REP522.npy,chr1143324474,chr1,143324474,143324952,0.0111478969995182,0.9485715850915188,0.9619294253777524,REP522,Satellite,telo,478.0,chr1_143324474_REP522,275,-4.667364636871639,8,143324952,143324474,chr1,1
5034,chr1,143346677,chr1_143346677_HSMAR2.npy,chr1143346677,chr1,143346677,143347825,0.0234328189181723,0.933535091597863,0.9538103329220984,HSMAR2,DNA,TcMar-Mariner,1148.0,chr1_143346677_HSMAR2,131209,-3.4664662836301927,7,143347825,143346677,chr1,1
400,chr1,143397487,chr1_143397487_MER39.npy,chr1143397487,chr1,143397487,143398115,0.037955203389318,0.8793843110782525,0.908508200502446,MER39,LTR,ERV1,628.0,chr1_143397487_MER39,73168,-3.882064642876723,7,143398115,143397487,chr1,0
1029,chr1,143424634,chr1_143424634_TAR1.npy,chr1143424634,chr1,143424634,143425197,0.0280289243878756,,,TAR1,Satellite,telo,563.0,chr1_143424634_TAR1,475832,-4.547750904224897,8,143425197,143424634,chr1,0
4456,chr1,143473199,chr1_143473199_MADE2.npy,chr1143473199,chr1,143473199,143473275,0.014566559511472,0.9601424206520476,0.967947234212978,MADE2,DNA,TcMar-Mariner,76.0,chr1_143473199_MADE2,39556,-4.177502996314155,5,143473275,143473199,chr1,1
4931,chr1,143638618,chr1_143638618_SVA_E.npy,chr1143638618,chr1,143638618,143639613,0.0073475155499042,0.9772822519666158,0.9789411488876107,SVA_E,Retroposon,SVA,995.0,chr1_143638618_SVA_E,166592,-3.1457056101036613,9,143639613,143638618,chr1,0
3335,chr1,144151621,chr1_144151621_REP522.npy,chr1144151621,chr1,144151621,144152105,0.0066417934366863,,,REP522,Satellite,telo,484.0,chr1_144151621_REP522,478543,-5.282008146252221,8,144152105,144151621,chr1,0
3381,chr1,144250247,chr1_144250247_TAR1.npy,chr1144250247,chr1,144250247,144250810,0.01655686666064,,,TAR1,Satellite,telo,563.0,chr1_144250247_TAR1,475788,-4.4758614322313255,8,144250810,144250247,chr1,1
71,chr1,144420225,chr1_144420225_MER72.npy,chr1144420225,chr1,144420225,144420568,0.0232088481533,0.9006740744872388,0.9098135671030154,MER72,LTR,ERV1,343.0,chr1_144420225_MER72,113763,-4.968205982398847,8,144420568,144420225,chr1,0
449,chr1,144450893,chr1_144450893_LTR5_Hs.npy,chr1144450893,chr1,144450893,144451866,0.018162059704927,0.8964810287589089,0.9144265717870196,LTR5_Hs,LTR,ERVK,973.0,chr1_144450893_LTR5_Hs,148754,-3.6625543596876846,9,144451866,144450893,chr1,0
5637,chr1,14450308,chr1_14450308_AluSx1.npy,chr114450308,chr1,14450308,14450607,0.0242015699713514,,,AluSx1,SINE,Alu,299.0,chr1_14450308_AluSx1,295400,-4.845381631072416,9,14450607,14450308,chr1,1
1637,chr1,144667471,chr1_144667471_MADE2.npy,chr1144667471,chr1,144667471,144667547,0.0069340612767544,,,MADE2,DNA,TcMar-Mariner,76.0,chr1_144667471_MADE2,470050,-4.60734321381449,5,144667547,144667471,chr1,0
3743,chr1,1446921,chr1_1446921_LTR10A.npy,chr11446921,chr1,1446921,1447108,0.0217226289235747,,,LTR10A,LTR,ERV1,187.0,chr1_1446921_LTR10A,270397,-4.932140399304181,8,1447108,1446921,chr1,0
5688,chr1,144813398,chr1_144813398_TAR1.npy,chr1144813398,chr1,144813398,144814455,0.0121785586505147,,,TAR1,Satellite,telo,1057.0,chr1_144813398_TAR1,482341,-1.536177105191482,8,144814455,144813398,chr1,0
3629,chr1,144816230,chr1_144816230_REP522.npy,chr1144816230,chr1,144816230,144816708,0.0094271184807204,,,REP522,Satellite,telo,478.0,chr1_144816230_REP522,478618,-4.550265480996248,8,144816708,144816230,chr1,0
3711,chr1,145097556,chr1_145097556_X7A_LINE.npy,chr1145097556,chr1,145097556,145097749,0.0100840176862489,0.9461619035206132,0.9656860243698476,X7A_LINE,LINE,CR1,193.0,chr1_145097556_X7A_LINE,143848,-3.712499256246281,7,145097749,145097556,chr1,0
4455,chr1,145221009,chr1_145221009_MER31-int.npy,chr1145221009,chr1,145221009,145221435,0.0215514022632236,0.9120804260416876,0.918698576194818,MER31-int,LTR,ERV1,426.0,chr1_145221009_MER31-int,211694,-2.9254276861321955,6,145221435,145221009,chr1,0
5622,chr1,145468028,chr1_145468028_LTR56.npy,chr1145468028,chr1,145468028,145468467,0.028397425035964,0.8620081535105798,0.8649372549482319,LTR56,LTR,ERV1,439.0,chr1_145468028_LTR56,103818,-4.9224213630067455,8,145468467,145468028,chr1,0
4231,chr1,145777700,chr1_145777700_BLACKJACK.npy,chr1145777700,chr1,145777700,145777893,0.0075278199143265,0.9809064852982872,0.9811342036043325,BLACKJACK,DNA,hAT-Blackjack,193.0,chr1_145777700_BLACKJACK,257949,-2.107173599016431,7,145777893,145777700,chr1,0
5587,chr1,146371063,chr1_146371063_MER72.npy,chr1146371063,chr1,146371063,146371414,0.0238280634188626,0.9440951058500868,0.9476027980554425,MER72,LTR,ERV1,351.0,chr1_146371063_MER72,40772,-5.006991290825623,9,146371414,146371063,chr1,1
1328,chr1,146390136,chr1_146390136_LOR1b.npy,chr1146390136,chr1,146390136,146390471,0.0316134546441485,0.9082435201319446,0.920076551280392,LOR1b,LTR,ERV1,335.0,chr1_146390136_LOR1b,236240,-5.184196323714927,8,146390471,146390136,chr1,0
1301,chr1,146407252,chr1_146407252_LTR56.npy,chr1146407252,chr1,146407252,146407581,0.0209434231987258,,,LTR56,LTR,ERV1,329.0,chr1_146407252_LTR56,268722,-4.964655966073943,8,146407581,146407252,chr1,0
6173,chr1,146878468,chr1_146878468_MamTip2.npy,chr1146878468,chr1,146878468,146878535,0.0186147305784958,0.9417002374569804,0.9363344221687252,MamTip2,DNA,hAT-Tip100,67.0,chr1_146878468_MamTip2,1385,-4.84727125109612,5,146878535,146878468,chr1,0
5445,chr1,1470858,chr1_1470858_LTR7.npy,chr11470858,chr1,1470858,1471236,0.0197622683584288,,,LTR7,LTR,ERV1,378.0,chr1_1470858_LTR7,270448,-5.008110370578691,9,1471236,1470858,chr1,0
5435,chr1,1471236,chr1_1471236_LTR10A.npy,chr11471236,chr1,1471236,1471375,0.0370276474846084,,,LTR10A,LTR,ERV1,139.0,chr1_1471236_LTR10A,270449,-3.6037187276397535,7,1471375,1471236,chr1,0
1822,chr1,14720401,chr1_14720401_X1_LINE.npy,chr114720401,chr1,14720401,14720707,0.0116473047156716,,,X1_LINE,LINE,CR1,306.0,chr1_14720401_X1_LINE,295982,-5.130825949534836,9,14720707,14720401,chr1,0
5157,chr1,147434309,chr1_147434309_MER47A.npy,chr1147434309,chr1,147434309,147434679,0.01375173459667,0.9424116158697966,0.9489938766043312,MER47A,DNA,TcMar-Tigger,370.0,chr1_147434309_MER47A,173379,-1.6427168006585449,6,147434679,147434309,chr1,0
2043,chr1,147478255,chr1_147478255_LTR3B_.npy,chr1147478255,chr1,147478255,147478758,0.011639893089117,0.9522962104924008,0.9602627954546245,LTR3B_,LTR,ERVK,503.0,chr1_147478255_LTR3B_,222437,-4.334315305010723,8,147478758,147478255,chr1,0
1553,chr1,147553018,chr1_147553018_MER94B.npy,chr1147553018,chr1,147553018,147553114,0.0078811223519764,0.9676347334514332,0.9721249869375272,MER94B,DNA,hAT-Blackjack,96.0,chr1_147553018_MER94B,182,-4.9754251742613,7,147553114,147553018,chr1,0
5289,chr1,147597680,chr1_147597680_Eulor9A.npy,chr1147597680,chr1,147597680,147597844,0.0164530934523364,,,Eulor9A,DNA,DNA,164.0,chr1_147597680_Eulor9A,479556,-4.623103458448013,7,147597844,147597680,chr1,1
5910,chr1,147689264,chr1_147689264_7SLRNA.npy,chr1147689264,chr1,147689264,147689551,0.0093190519338695,,,7SLRNA,srpRNA,srpRNA,287.0,chr1_147689264_7SLRNA,466565,-5.171015816695757,8,147689551,147689264,chr1,0
4810,chr1,147807868,chr1_147807868_HSMAR1.npy,chr1147807868,chr1,147807868,147809136,0.0091163814298932,0.957896540353942,0.9647838926705647,HSMAR1,DNA,TcMar-Mariner,1268.0,chr1_147807868_HSMAR1,90455,-3.6140274445271614,8,147809136,147807868,chr1,0
4028,chr1,148371295,chr1_148371295_ERV24B_Prim-int.npy,chr1148371295,chr1,148371295,148371858,0.0295367488935057,,,ERV24B_Prim-int,LTR,ERV1,563.0,chr1_148371295_ERV24B_Prim-int,482718,-0.7361050514060936,11,148371858,148371295,chr1,0
5808,chr1,148390519,chr1_148390519_LTR8A.npy,chr1148390519,chr1,148390519,148391101,0.0189631248232965,0.9302329918936066,0.9354496101337084,LTR8A,LTR,ERV1,582.0,chr1_148390519_LTR8A,225144,-4.460283779216893,9,148391101,148390519,chr1,0
1635,chr1,148620647,chr1_148620647_L3.npy,chr1148620647,chr1,148620647,148620752,0.0314292133890666,,,L3,LINE,CR1,105.0,chr1_148620647_L3,464801,-4.07900728844128,7,148620752,148620647,chr1,0
1645,chr1,14875607,chr1_14875607_MER63A.npy,chr114875607,chr1,14875607,14875800,0.0092697382616871,,,MER63A,DNA,hAT-Blackjack,193.0,chr1_14875607_MER63A,296357,-4.662868640415223,8,14875800,14875607,chr1,0
162,chr1,148805333,chr1_148805333_MER47A.npy,chr1148805333,chr1,148805333,148805688,0.0156824276767088,0.9376192057451588,0.9499250194600024,MER47A,DNA,TcMar-Tigger,355.0,chr1_148805333_MER47A,129774,-3.567970357567273,8,148805688,148805333,chr1,0
6066,chr1,148816762,chr1_148816762_MER45A.npy,chr1148816762,chr1,148816762,148816937,0.0241810948147528,0.9060007653011786,0.921423171123997,MER45A,DNA,hAT-Tip100,175.0,chr1_148816762_MER45A,20864,-3.5986162818740466,7,148816937,148816762,chr1,0
4876,chr1,149464638,chr1_149464638_MER126.npy,chr1149464638,chr1,149464638,149464833,0.015863041252625,0.9276198249433326,0.9541530157007287,MER126,DNA,DNA,195.0,chr1_149464638_MER126,218108,-3.7885041506609434,7,149464833,149464638,chr1,1
3813,chr1,149941484,chr1_149941484_MER96B.npy,chr1149941484,chr1,149941484,149941878,0.0199917662105846,0.946982837680247,0.9539458836931324,MER96B,DNA,hAT-Tip100,394.0,chr1_149941484_MER96B,27669,-2.3982893364622435,7,149941878,149941484,chr1,0
3651,chr1,1501867,chr1_1501867_AluSx1.npy,chr11501867,chr1,1501867,1502170,0.0268085121328236,,,AluSx1,SINE,Alu,303.0,chr1_1501867_AluSx1,270518,-4.836366585881879,8,1502170,1501867,chr1,0
5416,chr1,1504965,chr1_1504965_LTR13.npy,chr11504965,chr1,1504965,1505957,0.0177362063263658,,,LTR13,LTR,ERVK,992.0,chr1_1504965_LTR13,270528,-0.8392238692018019,11,1505957,1504965,chr1,0
3424,chr1,150568960,chr1_150568960_7SLRNA.npy,chr1150568960,chr1,150568960,150569269,0.0151906997051895,,,7SLRNA,srpRNA,srpRNA,309.0,chr1_150568960_7SLRNA,260873,-4.855592692691478,9,150569269,150568960,chr1,1
1793,chr1,150634649,chr1_150634649_HERVK-int.npy,chr1150634649,chr1,150634649,150634829,0.0116646837605967,,,HERVK-int,LTR,ERVK,180.0,chr1_150634649_HERVK-int,464389,-5.224339274362774,6,150634829,150634649,chr1,0
3580,chr1,150744677,chr1_150744677_L2b.npy,chr1150744677,chr1,150744677,150744856,0.0189187794255818,0.9308643376876996,0.9489703327837006,L2b,LINE,L2,179.0,chr1_150744677_L2b,61263,-3.1079847072584226,7,150744856,150744677,chr1,0
5695,chr1,151443119,chr1_151443119_MER96B.npy,chr1151443119,chr1,151443119,151443296,0.0238767054502633,0.9094944007577006,0.9078388018717812,MER96B,DNA,hAT-Tip100,177.0,chr1_151443119_MER96B,177998,-2.7789156601300995,6,151443296,151443119,chr1,0
4718,chr1,151474715,chr1_151474715_Charlie13a.npy,chr1151474715,chr1,151474715,151475851,0.0179543018547799,0.9106043978031716,0.9177719412456076,Charlie13a,DNA,hAT-Charlie,1136.0,chr1_151474715_Charlie13a,12933,-2.9072201988567405,9,151475851,151474715,chr1,0
1455,chr1,15172651,chr1_15172651_Tigger7.npy,chr115172651,chr1,15172651,15172912,0.0155793626745468,,,Tigger7,DNA,TcMar-Tigger,261.0,chr1_15172651_Tigger7,297074,-2.6863854472301387,8,15172912,15172651,chr1,0
3056,chr1,152195471,chr1_152195471_SVA_C.npy,chr1152195471,chr1,152195471,152197269,0.0110440696657062,,,SVA_C,Retroposon,SVA,1798.0,chr1_152195471_SVA_C,482275,-2.6839876432605574,9,152197269,152195471,chr1,0
795,chr1,152421737,chr1_152421737_HERVK9-int.npy,chr1152421737,chr1,152421737,152422851,0.0131546521447779,,,HERVK9-int,LTR,ERVK,1114.0,chr1_152421737_HERVK9-int,460051,-3.5687619328149585,10,152422851,152421737,chr1,0
2605,chr1,1525725,chr1_1525725_AluJb.npy,chr11525725,chr1,1525725,1526007,0.0261282942781277,,,AluJb,SINE,Alu,282.0,chr1_1525725_AluJb,270559,-4.807103058044556,8,1526007,1525725,chr1,0
6245,chr1,15263538,chr1_15263538_AluY.npy,chr115263538,chr1,15263538,15263820,0.0237283120330686,,,AluY,SINE,Alu,282.0,chr1_15263538_AluY,297292,-4.94497057124249,7,15263820,15263538,chr1,0
1464,chr1,15282293,chr1_15282293_MER63C.npy,chr115282293,chr1,15282293,15282854,0.0099078449774388,,,MER63C,DNA,hAT-Blackjack,561.0,chr1_15282293_MER63C,297338,-4.566034220277554,8,15282854,15282293,chr1,0
4448,chr1,15341406,chr1_15341406_MIR.npy,chr115341406,chr1,15341406,15341604,0.0232862636569682,,,MIR,SINE,MIR,198.0,chr1_15341406_MIR,297484,-4.715745902816013,7,15341604,15341406,chr1,0
5563,chr1,15344748,chr1_15344748_MIRb.npy,chr115344748,chr1,15344748,15344964,0.0179649204292379,,,MIRb,SINE,MIR,216.0,chr1_15344748_MIRb,297492,-4.486853271714103,8,15344964,15344748,chr1,1
2473,chr1,153520309,chr1_153520309_MER4A1.npy,chr1153520309,chr1,153520309,153520732,0.0194064977682748,0.9387907106764792,0.939015573155524,MER4A1,LTR,ERV1,423.0,chr1_153520309_MER4A1,176515,-5.04910476313971,9,153520732,153520309,chr1,0
5993,chr1,153582338,chr1_153582338_SVA_A.npy,chr1153582338,chr1,153582338,153583909,0.0076742125217672,0.9730000782942284,0.9730404257589936,SVA_A,Retroposon,SVA,1571.0,chr1_153582338_SVA_A,75351,-2.3546162555088186,9,153583909,153582338,chr1,0
5811,chr1,153765552,chr1_153765552_AluSx1.npy,chr1153765552,chr1,153765552,153765869,0.0416296833016221,0.8737809396039653,0.8795266663058307,AluSx1,SINE,Alu,317.0,chr1_153765552_AluSx1,206346,-4.977451442467344,8,153765869,153765552,chr1,0
5247,chr1,15379017,chr1_15379017_LTR5_Hs.npy,chr115379017,chr1,15379017,15379976,0.0106961205291494,,,LTR5_Hs,LTR,ERVK,959.0,chr1_15379017_LTR5_Hs,297575,-3.6189024030846255,8,15379976,15379017,chr1,0
5959,chr1,153795822,chr1_153795822_ORSL.npy,chr1153795822,chr1,153795822,153796063,0.0237542003883743,0.923173735328028,0.9314589066947512,ORSL,DNA,hAT-Tip100,241.0,chr1_153795822_ORSL,26736,-2.8759713771628848,8,153796063,153795822,chr1,0
5026,chr1,15389181,chr1_15389181_AluJo.npy,chr115389181,chr1,15389181,15389468,0.0258395330643585,,,AluJo,SINE,Alu,287.0,chr1_15389181_AluJo,297592,-4.957196097371989,8,15389468,15389181,chr1,0
6011,chr1,154047361,chr1_154047361_MER9a3.npy,chr1154047361,chr1,154047361,154047852,0.0115060953607961,0.9667896249509784,0.966049289505609,MER9a3,LTR,ERVK,491.0,chr1_154047361_MER9a3,57159,-4.2901213160236615,9,154047852,154047361,chr1,0
5450,chr1,154047852,chr1_154047852_HERVK9-int.npy,chr1154047852,chr1,154047852,154048469,0.0281825978832322,0.9303619599155522,0.9343890591243228,HERVK9-int,LTR,ERVK,617.0,chr1_154047852_HERVK9-int,98843,-2.385037672337951,8,154048469,154047852,chr1,0
530,chr1,154160760,chr1_154160760_Tigger4a.npy,chr1154160760,chr1,154160760,154160873,0.0451119382751714,0.8685928657381727,0.8779384252530589,Tigger4a,DNA,TcMar-Tigger,113.0,chr1_154160760_Tigger4a,252836,-5.141117122313887,8,154160873,154160760,chr1,1
3045,chr1,15416815,chr1_15416815_AluJr.npy,chr115416815,chr1,15416815,15417110,0.0261625714819952,,,AluJr,SINE,Alu,295.0,chr1_15416815_AluJr,297656,-4.623359269084619,7,15417110,15416815,chr1,0
3224,chr1,154312194,chr1_154312194_MER11B.npy,chr1154312194,chr1,154312194,154312361,0.0206400062191066,0.8637378773120441,0.8932486390592104,MER11B,LTR,ERVK,167.0,chr1_154312194_MER11B,201130,-4.686408445039752,7,154312361,154312194,chr1,0
831,chr1,15441694,chr1_15441694_AluJr.npy,chr115441694,chr1,15441694,15442041,0.0425168506698997,,,AluJr,SINE,Alu,347.0,chr1_15441694_AluJr,297719,-4.65395385203299,8,15442041,15441694,chr1,0
2371,chr1,154460796,chr1_154460796_LTR13A.npy,chr1154460796,chr1,154460796,154461758,0.0123280562026233,0.9672842091983078,0.964633859982267,LTR13A,LTR,ERVK,962.0,chr1_154460796_LTR13A,86886,-4.377680025752144,8,154461758,154460796,chr1,0
889,chr1,154743549,chr1_154743549_MER47B.npy,chr1154743549,chr1,154743549,154743926,0.0199132026228259,0.9706349608253678,0.971814076726046,MER47B,DNA,TcMar-Tigger,377.0,chr1_154743549_MER47B,220415,-3.4321449703562545,8,154743926,154743549,chr1,0
4551,chr1,1549239,chr1_1549239_AluY.npy,chr11549239,chr1,1549239,1549548,0.0308846015890839,,,AluY,SINE,Alu,309.0,chr1_1549239_AluY,270593,-4.994712000067453,8,1549548,1549239,chr1,0
4062,chr1,1549692,chr1_1549692_AluY.npy,chr11549692,chr1,1549692,1549991,0.0306564447017323,,,AluY,SINE,Alu,299.0,chr1_1549692_AluY,270595,-4.797262568151527,8,1549991,1549692,chr1,0
5304,chr1,15497028,chr1_15497028_AluSx1.npy,chr115497028,chr1,15497028,15497339,0.024610667970927,,,AluSx1,SINE,Alu,311.0,chr1_15497028_AluSx1,297868,-4.621189516281086,8,15497339,15497028,chr1,0
4331,chr1,155172035,chr1_155172035_Tigger19b.npy,chr1155172035,chr1,155172035,155172380,0.0147363287291473,0.974257589182366,0.9728668446195604,Tigger19b,DNA,TcMar-Tigger,345.0,chr1_155172035_Tigger19b,120027,-4.693978896315597,8,155172380,155172035,chr1,0
4461,chr1,15529756,chr1_15529756_MER2.npy,chr115529756,chr1,15529756,15530110,0.0216231783276535,,,MER2,DNA,TcMar-Tigger,354.0,chr1_15529756_MER2,297957,-4.658441488898496,6,15530110,15529756,chr1,0
4387,chr1,15537635,chr1_15537635_MIR.npy,chr115537635,chr1,15537635,15537874,0.0157765626916556,,,MIR,SINE,MIR,239.0,chr1_15537635_MIR,297971,-3.1608958615346188,7,15537874,15537635,chr1,0
2816,chr1,155428465,chr1_155428465_MER9a2.npy,chr1155428465,chr1,155428465,155429008,0.0219258529686593,0.9380465916411186,0.9512135891747786,MER9a2,LTR,ERVK,543.0,chr1_155428465_MER9a2,65307,-4.446273503609573,7,155429008,155428465,chr1,1
2644,chr1,155582457,chr1_155582457_AluSg7.npy,chr1155582457,chr1,155582457,155582758,0.0516149277900692,,,AluSg7,SINE,Alu,301.0,chr1_155582457_AluSg7,268760,-4.647875772905799,8,155582758,155582457,chr1,0
2618,chr1,155599536,chr1_155599536_LTR5_Hs.npy,chr1155599536,chr1,155599536,155600505,0.0269618923705729,0.9296298877077088,0.9290177916624496,LTR5_Hs,LTR,ERVK,969.0,chr1_155599536_LTR5_Hs,123111,-3.3829071487810043,8,155600505,155599536,chr1,0
4362,chr1,15566601,chr1_15566601_AluJo.npy,chr115566601,chr1,15566601,15566899,0.0258806800352076,,,AluJo,SINE,Alu,298.0,chr1_15566601_AluJo,298056,-4.824769115095744,8,15566899,15566601,chr1,0
3095,chr1,155698977,chr1_155698977_LTR14.npy,chr1155698977,chr1,155698977,155699521,0.0151062368426695,0.9229091574366616,0.9249645064014907,LTR14,LTR,ERVK,544.0,chr1_155698977_LTR14,158611,-3.086568853749257,9,155699521,155698977,chr1,0
4690,chr1,155700507,chr1_155700507_SVA_F.npy,chr1155700507,chr1,155700507,155701698,0.0079858491000108,,,SVA_F,Retroposon,SVA,1191.0,chr1_155700507_SVA_F,467264,-2.683719477744701,9,155701698,155700507,chr1,0
4939,chr1,155987602,chr1_155987602_MER11C.npy,chr1155987602,chr1,155987602,155988669,0.012145247876781,,,MER11C,LTR,ERVK,1067.0,chr1_155987602_MER11C,465353,-3.1917171985766832,9,155988669,155987602,chr1,0
1911,chr1,1561084,chr1_1561084_AluSg.npy,chr11561084,chr1,1561084,1561381,0.023666584788025,,,AluSg,SINE,Alu,297.0,chr1_1561084_AluSg,270617,-4.683633462214672,8,1561381,1561084,chr1,0
3635,chr1,156188702,chr1_156188702_HERVK22-int.npy,chr1156188702,chr1,156188702,156189245,0.0202674890694835,,,HERVK22-int,LTR,ERVK,543.0,chr1_156188702_HERVK22-int,480664,-4.193467595563607,8,156189245,156188702,chr1,0
833,chr1,1563569,chr1_1563569_AluSx.npy,chr11563569,chr1,1563569,1563858,0.0281356088224783,,,AluSx,SINE,Alu,289.0,chr1_1563569_AluSx,270619,-4.7113622881843416,8,1563858,1563569,chr1,0
1573,chr1,156374033,chr1_156374033_MER1B.npy,chr1156374033,chr1,156374033,156374320,0.0242905587836857,0.9257414420922314,0.9251429091412277,MER1B,DNA,hAT-Charlie,287.0,chr1_156374033_MER1B,16565,-3.378058780877899,8,156374320,156374033,chr1,0
47,chr1,156557722,chr1_156557722_SVA_E.npy,chr1156557722,chr1,156557722,156559139,0.0170399526241506,,,SVA_E,Retroposon,SVA,1417.0,chr1_156557722_SVA_E,470645,-2.4049745074584217,9,156559139,156557722,chr1,0
734,chr1,15674593,chr1_15674593_HSMAR2.npy,chr115674593,chr1,15674593,15674746,0.0125533717697693,,,HSMAR2,DNA,TcMar-Mariner,153.0,chr1_15674593_HSMAR2,298331,-3.713767470949061,6,15674746,15674593,chr1,0
837,chr1,156865585,chr1_156865585_7SLRNA.npy,chr1156865585,chr1,156865585,156865658,0.0076664549313257,,,7SLRNA,srpRNA,srpRNA,73.0,chr1_156865585_7SLRNA,476616,-3.8080461389738702,8,156865658,156865585,chr1,0
2763,chr1,1582025,chr1_1582025_AluSc8.npy,chr11582025,chr1,1582025,1582320,0.0345534345505426,,,AluSc8,SINE,Alu,295.0,chr1_1582025_AluSc8,270663,-4.668221128956908,8,1582320,1582025,chr1,0
1068,chr1,1582320,chr1_1582320_MER65-int.npy,chr11582320,chr1,1582320,1582527,0.0259672751814945,,,MER65-int,LTR,ERV1,207.0,chr1_1582320_MER65-int,270664,-4.6149927808944655,7,1582527,1582320,chr1,0
621,chr1,16007196,chr1_16007196_L2b.npy,chr116007196,chr1,16007196,16007263,0.0146754126431893,,,L2b,LINE,L2,67.0,chr1_16007196_L2b,299138,-1.9984936303318512,8,16007263,16007196,chr1,0
4852,chr1,16010091,chr1_16010091_LTR71B.npy,chr116010091,chr1,16010091,16010678,0.0305027863537614,,,LTR71B,LTR,ERV1,587.0,chr1_16010091_LTR71B,299147,-2.634047736655125,8,16010678,16010091,chr1,1
1319,chr1,1602741,chr1_1602741_MER113.npy,chr11602741,chr1,1602741,1602851,0.0316140292345137,,,MER113,DNA,hAT-Charlie,110.0,chr1_1602741_MER113,270726,-5.139508643465589,7,1602851,1602741,chr1,2
5799,chr1,160676236,chr1_160676236_MER45B.npy,chr1160676236,chr1,160676236,160676529,0.0162580466420407,0.9536784135735972,0.9620451576266504,MER45B,DNA,hAT-Tip100,293.0,chr1_160676236_MER45B,175182,-3.207896086307924,8,160676529,160676236,chr1,0
4199,chr1,160697337,chr1_160697337_HERVK-int.npy,chr1160697337,chr1,160697337,160698953,0.015164545894871,0.961446837343648,0.9631447077280368,HERVK-int,LTR,ERVK,1616.0,chr1_160697337_HERVK-int,65475,-1.5247851815906597,8,160698953,160697337,chr1,0
5110,chr1,160913141,chr1_160913141_LTR5_Hs.npy,chr1160913141,chr1,160913141,160914118,0.0122749653671142,0.9770070669365252,0.9800085825638088,LTR5_Hs,LTR,ERVK,977.0,chr1_160913141_LTR5_Hs,98879,-3.68148029936326,8,160914118,160913141,chr1,0
5947,chr1,160932624,chr1_160932624_SVA_B.npy,chr1160932624,chr1,160932624,160934166,0.0135499990180486,0.9644621748839988,0.9673448442304078,SVA_B,Retroposon,SVA,1542.0,chr1_160932624_SVA_B,188337,-3.240165230677956,9,160934166,160932624,chr1,0
4460,chr1,160936189,chr1_160936189_SVA_C.npy,chr1160936189,chr1,160936189,160936958,0.0140277655545363,0.9668892711853008,0.9706903962919536,SVA_C,Retroposon,SVA,769.0,chr1_160936189_SVA_C,57811,-3.3821390659529107,9,160936958,160936189,chr1,0
910,chr1,160946903,chr1_160946903_LTR5B.npy,chr1160946903,chr1,160946903,160947898,0.0125604930819058,0.9617151136205088,0.965438457062348,LTR5B,LTR,ERVK,995.0,chr1_160946903_LTR5B,88267,-3.315847590506866,9,160947898,160946903,chr1,0
4047,chr1,161028944,chr1_161028944_SVA_B.npy,chr1161028944,chr1,161028944,161030461,0.0113557121734308,,,SVA_B,Retroposon,SVA,1517.0,chr1_161028944_SVA_B,471622,-2.797213728079276,9,161030461,161028944,chr1,0
1087,chr1,16116516,chr1_16116516_L2b.npy,chr116116516,chr1,16116516,16116936,0.0186094320895893,,,L2b,LINE,L2,420.0,chr1_16116516_L2b,299375,-5.039716551694627,9,16116936,16116516,chr1,0
4347,chr1,161409027,chr1_161409027_HERV3-int.npy,chr1161409027,chr1,161409027,161410464,0.0291644452676591,0.9426586741867404,0.9560205218799288,HERV3-int,LTR,ERV1,1437.0,chr1_161409027_HERV3-int,201844,-2.618276200126728,9,161410464,161409027,chr1,0
6110,chr1,161491488,chr1_161491488_LTR3B_.npy,chr1161491488,chr1,161491488,161491851,0.0129803112174358,0.9742993120835776,0.9810154049694336,LTR3B_,LTR,ERVK,363.0,chr1_161491488_LTR3B_,121686,-3.485478213826673,8,161491851,161491488,chr1,0
5731,chr1,161494168,chr1_161494168_LTR43B.npy,chr1161494168,chr1,161494168,161494476,0.0203284293982853,0.9675575940664912,0.9719102019361238,LTR43B,LTR,ERV1,308.0,chr1_161494168_LTR43B,198464,-5.015315957140088,8,161494476,161494168,chr1,0
3192,chr1,161498255,chr1_161498255_MER33.npy,chr1161498255,chr1,161498255,161498572,0.0201964373113411,0.9687216857767736,0.9699458798960696,MER33,DNA,hAT-Charlie,317.0,chr1_161498255_MER33,4388,-2.4153790260737296,6,161498572,161498255,chr1,0
1434,chr1,161615955,chr1_161615955_SVA_C.npy,chr1161615955,chr1,161615955,161617417,0.0088111631515328,0.9844597596971136,0.987380828403687,SVA_C,Retroposon,SVA,1462.0,chr1_161615955_SVA_C,163892,-2.333532134342382,8,161617417,161615955,chr1,0
2400,chr1,161735807,chr1_161735807_7SLRNA.npy,chr1161735807,chr1,161735807,161736121,0.0090343573875278,,,7SLRNA,srpRNA,srpRNA,314.0,chr1_161735807_7SLRNA,260950,-5.208089288967052,9,161736121,161735807,chr1,0
